Date,Year,Month,Quarter,Branch,ProductCategory,ProductName,UnitsSold,UnitPrice,TotalSales,COGS,Profit Margin,GrossProfit,OperatingExpenses,Expense Ratio,NetProfit,PaymentMethod,Region
14-06-2024,2024,6,Q2,Store_4,Clothing,Shirt,10,288.49,2884.90,1833.31,36.45%,1051.59,645.46,22.37%,406.13,Digital Wallet,East
04-05-2023,2023,5,Q2,Store_2,Groceries,Eggs,11,346.91,3816.01,2638.83,30.85%,1177.18,417.45,10.94%,759.73,Cash,West
11-04-2023,2023,4,Q2,Store_6,Clothing,Jacket,18,326.73,5881.14,2425.44,58.76%,3455.70,1250.18,21.26%,2205.52,Card,East
08-06-2022,2022,6,Q2,Store_9,Groceries,Milk,5,96.58,482.90,296.13,38.68%,186.77,96.75,20.04%,90.02,Cash,West
17-06-2023,2023,6,Q2,Store_7,Home Decor,Table,1,255.1,255.10,177.51,30.42%,77.59,62.46,24.48%,15.13,Cash,South
10-03-2023,2023,3,Q1,Store_2,Groceries,Fruits,16,221.94,3551.04,2296.3,35.33%,1254.74,1026.58,28.91%,228.16,Card,East
29-06-2024,2024,6,Q2,Store_2,Groceries,Milk,13,350.92,4561.96,2889.43,36.66%,1672.53,1077.92,23.63%,594.61,Digital Wallet,North
22-03-2022,2022,3,Q1,Store_3,Groceries,Rice,4,463.56,1854.24,760.54,58.98%,1093.70,192.27,10.37%,901.43,Digital Wallet,North
25-04-2024,2024,4,Q2,Store_4,Home Decor,Curtains,6,380.12,2280.72,1145.99,49.75%,1134.73,523.19,22.94%,611.54,Digital Wallet,East
01-02-2022,2022,2,Q1,Store_6,Clothing,Jeans,18,474.13,8534.34,4557.72,46.60%,3976.62,1510.55,17.70%,2466.07,Card,North
22-01-2024,2024,1,Q1,Store_9,Home Decor,Chair,10,59.11,591.10,438.38,25.84%,152.72,124.64,21.09%,28.08,Digital Wallet,South
05-01-2024,2024,1,Q1,Store_6,Groceries,Milk,19,412.81,7843.39,3245.08,58.63%,4598.31,1381.12,17.61%,3217.19,Digital Wallet,South
28-09-2023,2023,9,Q3,Store_3,Clothing,Shirt,14,359.62,5034.68,2320.02,53.92%,2714.66,1057.75,21.01%,1656.91,Cash,South
21-01-2024,2024,1,Q1,Store_7,Electronics,Headphones,10,417.8,4178.00,1854.51,55.61%,2323.49,611.64,14.64%,1711.85,Cash,South
28-08-2024,2024,8,Q3,Store_9,Sports,Football,5,391.58,1957.90,1095.04,44.07%,862.86,369.61,18.88%,493.25,Cash,South
20-12-2024,2024,12,Q4,Store_9,Clothing,Jeans,11,204.42,2248.62,1329.24,40.89%,919.38,668.48,29.73%,250.90,Digital Wallet,North
19-04-2022,2022,4,Q2,Store_5,Clothing,Shirt,2,480.04,960.08,636.31,33.72%,323.77,230.38,24.00%,93.39,Digital Wallet,East
15-10-2024,2024,10,Q4,Store_5,Groceries,Eggs,8,405.03,3240.24,1443.82,55.44%,1796.42,895.82,27.65%,900.60,Card,South
29-01-2024,2024,1,Q1,Store_10,Groceries,Rice,2,378.4,756.80,539.83,28.67%,216.97,204.97,27.08%,12.00,Card,South
25-08-2022,2022,8,Q3,Store_5,Home Decor,Sofa,18,71.68,1290.24,555.46,56.95%,734.78,155.14,12.02%,579.64,Digital Wallet,East
17-03-2023,2023,3,Q1,Store_3,Clothing,Shirt,8,402.77,3222.16,2204.13,31.59%,1018.03,937.71,29.10%,80.32,Card,South
18-11-2023,2023,11,Q4,Store_2,Electronics,Camera,7,19.13,133.91,83.98,37.29%,49.93,37.44,27.96%,12.49,Card,West
07-04-2024,2024,4,Q2,Store_5,Electronics,Camera,1,432.14,432.14,221.53,48.74%,210.61,78.99,18.28%,131.62,Digital Wallet,West
23-12-2024,2024,12,Q4,Store_7,Clothing,Dress,10,50.5,505.00,343.43,31.99%,161.57,75.24,14.90%,86.33,Card,East
17-10-2024,2024,10,Q4,Store_9,Clothing,Jacket,17,138.98,2362.66,1806.5,23.54%,556.16,248.99,10.54%,307.17,Card,West
27-03-2023,2023,3,Q1,Store_3,Home Decor,Sofa,4,176.94,707.76,295.24,58.29%,412.52,96.44,13.63%,316.08,Cash,South
26-07-2022,2022,7,Q3,Store_7,Electronics,Headphones,14,23.91,334.74,236.6,29.32%,98.14,97.14,29.02%,1.00,Digital Wallet,South
30-06-2024,2024,6,Q2,Store_10,Toys,Action Figure,8,139.51,1116.08,853.67,23.51%,262.41,306.82,27.49%,-44.41,Card,East
16-03-2023,2023,3,Q1,Store_2,Groceries,Eggs,1,28.46,28.46,14.69,48.38%,13.77,5.53,19.43%,8.24,Card,East
02-02-2023,2023,2,Q1,Store_8,Home Decor,Sofa,8,114.34,914.72,689.5,24.62%,225.22,165.06,18.04%,60.16,Digital Wallet,North
17-09-2022,2022,9,Q3,Store_3,Clothing,Dress,13,273.84,3559.92,2731.79,23.26%,828.13,816.75,22.94%,11.38,Card,East
12-10-2022,2022,10,Q4,Store_6,Clothing,Jacket,11,251.34,2764.74,1745.34,36.87%,1019.40,492.39,17.81%,527.01,Digital Wallet,East
17-10-2022,2022,10,Q4,Store_5,Groceries,Eggs,7,433.03,3031.21,1245.25,58.92%,1785.96,652.59,21.53%,1133.37,Digital Wallet,South
08-06-2024,2024,6,Q2,Store_9,Home Decor,Chair,17,300.01,5100.17,3458.79,32.18%,1641.38,1460.71,28.64%,180.67,Cash,South
10-05-2023,2023,5,Q2,Store_9,Home Decor,Curtains,9,331.6,2984.40,1880.85,36.98%,1103.55,485.10,16.25%,618.45,Card,West
27-01-2022,2022,1,Q1,Store_9,Sports,Basketball,19,5.5,104.50,63.32,39.41%,41.18,18.42,17.63%,22.76,Digital Wallet,North
02-05-2022,2022,5,Q2,Store_9,Sports,Tennis Racket,1,112.59,112.59,54.65,51.46%,57.94,13.10,11.64%,44.84,Digital Wallet,South
15-10-2024,2024,10,Q4,Store_4,Electronics,Tablet,14,453.11,6343.54,4901.88,22.73%,1441.66,1821.75,28.72%,-380.09,Cash,North
26-12-2023,2023,12,Q4,Store_7,Home Decor,Sofa,15,273.62,4104.30,2253.14,45.10%,1851.16,1058.84,25.80%,792.32,Cash,South
29-08-2024,2024,8,Q3,Store_1,Home Decor,Table,17,393.36,6687.12,4654.72,30.39%,2032.40,1321.80,19.77%,710.60,Digital Wallet,East
08-12-2023,2023,12,Q4,Store_6,Home Decor,Lamp,11,346.97,3816.67,2292.87,39.92%,1523.80,833.67,21.84%,690.13,Card,East
24-08-2022,2022,8,Q3,Store_1,Clothing,Shirt,6,114.97,689.82,504.92,26.80%,184.90,188.68,27.35%,-3.78,Cash,East
22-04-2023,2023,4,Q2,Store_10,Sports,Basketball,16,467.12,7473.92,4200.99,43.79%,3272.93,1146.98,15.35%,2125.95,Cash,North
28-03-2022,2022,3,Q1,Store_7,Clothing,Shoes,16,97.83,1565.28,632.72,59.58%,932.56,185.15,11.83%,747.41,Cash,North
04-08-2023,2023,8,Q3,Store_2,Toys,Board Game,2,64.86,129.72,76.62,40.93%,53.10,21.38,16.48%,31.72,Card,South
17-04-2023,2023,4,Q2,Store_10,Sports,Football,8,170,1360.00,792.89,41.70%,567.11,181.68,13.36%,385.43,Cash,South
18-12-2022,2022,12,Q4,Store_6,Toys,Doll,3,89.41,268.23,178.03,33.63%,90.20,65.22,24.31%,24.98,Digital Wallet,East
26-11-2022,2022,11,Q4,Store_5,Sports,Basketball,16,163.02,2608.32,2070.89,20.60%,537.43,473.38,18.15%,64.05,Card,West
17-01-2022,2022,1,Q1,Store_10,Groceries,Bread,15,97.61,1464.15,591.56,59.60%,872.59,412.55,28.18%,460.04,Digital Wallet,East
01-01-2024,2024,1,Q1,Store_2,Sports,Gym Bag,8,370.24,2961.92,2307.02,22.11%,654.90,445.83,15.05%,209.07,Card,East
31-01-2024,2024,1,Q1,Store_8,Electronics,Headphones,6,151.71,910.26,726.64,20.17%,183.62,230.77,25.35%,-47.15,Digital Wallet,South
27-01-2022,2022,1,Q1,Store_2,Home Decor,Sofa,6,367.54,2205.24,1298.7,41.11%,906.54,291.33,13.21%,615.21,Digital Wallet,North
18-02-2023,2023,2,Q1,Store_7,Clothing,Shirt,13,495.34,6439.42,2658.24,58.72%,3781.18,1673.02,25.98%,2108.16,Card,North
22-10-2022,2022,10,Q4,Store_7,Clothing,Dress,8,495.73,3965.84,2447.7,38.28%,1518.14,952.46,24.02%,565.68,Card,North
25-09-2023,2023,9,Q3,Store_7,Electronics,Smartphone,6,315.73,1894.38,1334.88,29.53%,559.50,269.95,14.25%,289.55,Digital Wallet,West
16-10-2024,2024,10,Q4,Store_9,Electronics,Tablet,6,324.16,1944.96,1392.09,28.43%,552.87,470.11,24.17%,82.76,Card,West
21-10-2023,2023,10,Q4,Store_1,Sports,Gym Bag,8,345.87,2766.96,1927.64,30.33%,839.32,683.14,24.69%,156.18,Card,South
20-05-2022,2022,5,Q2,Store_3,Toys,Board Game,16,223.2,3571.20,1803.67,49.49%,1767.53,595.37,16.67%,1172.16,Card,North
28-08-2024,2024,8,Q3,Store_4,Clothing,Shoes,6,406.03,2436.18,1582.62,35.04%,853.56,410.59,16.85%,442.97,Digital Wallet,North
07-11-2024,2024,11,Q4,Store_10,Groceries,Rice,19,226.08,4295.52,2407.39,43.96%,1888.13,1138.03,26.49%,750.10,Digital Wallet,North
12-04-2023,2023,4,Q2,Store_8,Toys,Board Game,15,286.09,4291.35,2141.81,50.09%,2149.54,1272.71,29.66%,876.83,Cash,South
22-12-2022,2022,12,Q4,Store_6,Groceries,Bread,14,403.87,5654.18,3928.4,30.52%,1725.78,1481.05,26.19%,244.73,Digital Wallet,North
14-05-2024,2024,5,Q2,Store_1,Clothing,Jeans,18,409.96,7379.28,3489.12,52.72%,3890.16,820.91,11.12%,3069.25,Digital Wallet,North
19-01-2023,2023,1,Q1,Store_2,Home Decor,Chair,16,356.74,5707.84,2632.76,53.87%,3075.08,1529.40,26.79%,1545.68,Cash,East
04-01-2022,2022,1,Q1,Store_4,Sports,Football,14,178.33,2496.62,1731.96,30.63%,764.66,719.27,28.81%,45.39,Cash,North
28-12-2024,2024,12,Q4,Store_3,Electronics,Headphones,3,357.24,1071.72,716.76,33.12%,354.96,159.97,14.93%,194.99,Card,East
23-03-2023,2023,3,Q1,Store_3,Groceries,Eggs,4,237.32,949.28,625.03,34.16%,324.25,153.05,16.12%,171.20,Card,West
06-08-2023,2023,8,Q3,Store_7,Groceries,Rice,10,254.28,2542.80,1554.43,38.87%,988.37,750.83,29.53%,237.54,Digital Wallet,East
10-08-2022,2022,8,Q3,Store_6,Groceries,Milk,18,267.47,4814.46,1958.02,59.33%,2856.44,543.89,11.30%,2312.55,Card,North
10-04-2024,2024,4,Q2,Store_5,Clothing,Shoes,6,178.14,1068.84,759.32,28.96%,309.52,290.69,27.20%,18.83,Digital Wallet,South
14-08-2023,2023,8,Q3,Store_1,Toys,Doll,10,23.18,231.80,170.57,26.42%,61.23,37.94,16.37%,23.29,Digital Wallet,East
30-04-2024,2024,4,Q2,Store_9,Clothing,Jacket,8,352.87,2822.96,1557.13,44.84%,1265.83,426.86,15.12%,838.97,Cash,East
30-05-2022,2022,5,Q2,Store_5,Home Decor,Table,18,294.23,5296.14,4129.12,22.04%,1167.02,635.40,12.00%,531.62,Card,North
02-01-2024,2024,1,Q1,Store_8,Home Decor,Table,10,80.08,800.80,346.58,56.72%,454.22,149.21,18.63%,305.01,Card,East
26-04-2023,2023,4,Q2,Store_10,Home Decor,Chair,7,70.48,493.36,372.69,24.46%,120.67,131.84,26.72%,-11.17,Card,West
09-06-2023,2023,6,Q2,Store_3,Sports,Tennis Racket,19,480.49,9129.31,3887.54,57.42%,5241.77,2140.54,23.45%,3101.23,Digital Wallet,West
14-10-2022,2022,10,Q4,Store_8,Electronics,Laptop,15,421.89,6328.35,2801.92,55.72%,3526.43,752.35,11.89%,2774.08,Card,East
27-04-2024,2024,4,Q2,Store_7,Electronics,Camera,5,405.35,2026.75,1142.74,43.62%,884.01,276.08,13.62%,607.93,Card,West
04-06-2022,2022,6,Q2,Store_6,Home Decor,Curtains,11,262.16,2883.76,1324.28,54.08%,1559.48,289.67,10.04%,1269.81,Cash,South
05-12-2024,2024,12,Q4,Store_2,Toys,Doll,9,167.05,1503.45,782.7,47.94%,720.75,372.85,24.80%,347.90,Card,West
10-03-2023,2023,3,Q1,Store_4,Home Decor,Sofa,10,198.83,1988.30,932.33,53.11%,1055.97,556.35,27.98%,499.62,Card,West
13-12-2022,2022,12,Q4,Store_6,Home Decor,Sofa,13,204.6,2659.80,1582.51,40.50%,1077.29,657.57,24.72%,419.72,Cash,East
01-05-2023,2023,5,Q2,Store_8,Electronics,Laptop,17,191.22,3250.74,1382.42,57.47%,1868.32,918.99,28.27%,949.33,Cash,South
15-06-2023,2023,6,Q2,Store_7,Groceries,Milk,7,381.4,2669.80,1790.26,32.94%,879.54,427.68,16.02%,451.86,Cash,West
03-12-2023,2023,12,Q4,Store_1,Home Decor,Curtains,2,137.83,275.66,170.47,38.16%,105.19,60.46,21.93%,44.73,Cash,East
16-12-2024,2024,12,Q4,Store_3,Toys,Action Figure,10,45.5,455.00,250.46,44.95%,204.54,67.11,14.75%,137.43,Cash,East
23-06-2022,2022,6,Q2,Store_6,Groceries,Rice,7,206.35,1444.45,1097.02,24.05%,347.43,193.72,13.41%,153.71,Digital Wallet,North
13-03-2023,2023,3,Q1,Store_2,Sports,Football,2,231.27,462.54,370,20.01%,92.54,121.30,26.22%,-28.76,Cash,North
25-02-2022,2022,2,Q1,Store_1,Groceries,Eggs,4,465.51,1862.04,1469.37,21.09%,392.67,224.50,12.06%,168.17,Cash,North
01-06-2022,2022,6,Q2,Store_5,Home Decor,Lamp,5,70.72,353.60,182.55,48.37%,171.05,60.38,17.08%,110.67,Card,East
26-10-2022,2022,10,Q4,Store_7,Electronics,Tablet,4,46.3,185.20,137.64,25.68%,47.56,35.35,19.09%,12.21,Cash,South
13-03-2022,2022,3,Q1,Store_5,Sports,Football,10,193.2,1932.00,1446.12,25.15%,485.88,449.44,23.26%,36.44,Cash,East
20-06-2022,2022,6,Q2,Store_3,Toys,Board Game,2,360.79,721.58,379.21,47.45%,342.37,96.51,13.37%,245.86,Card,South
22-01-2022,2022,1,Q1,Store_9,Clothing,Jeans,6,431.94,2591.64,1318.44,49.13%,1273.20,744.75,28.74%,528.45,Cash,East
10-09-2024,2024,9,Q3,Store_10,Clothing,Jeans,18,106.74,1921.32,1017.48,47.04%,903.84,198.00,10.31%,705.84,Digital Wallet,West
28-02-2022,2022,2,Q1,Store_7,Electronics,Tablet,17,486.82,8275.94,3772.74,54.41%,4503.20,2099.16,25.36%,2404.04,Digital Wallet,North
20-08-2022,2022,8,Q3,Store_3,Sports,Running Shoes,7,468.21,3277.47,2486.06,24.15%,791.41,628.17,19.17%,163.24,Card,East
16-03-2022,2022,3,Q1,Store_4,Groceries,Bread,1,315.9,315.90,247.23,21.74%,68.67,77.81,24.63%,-9.14,Cash,North
19-01-2022,2022,1,Q1,Store_3,Home Decor,Sofa,8,156.44,1251.52,827.81,33.86%,423.71,199.42,15.93%,224.29,Cash,East
24-05-2022,2022,5,Q2,Store_9,Home Decor,Sofa,18,14.62,263.16,184.26,29.98%,78.90,65.01,24.70%,13.89,Digital Wallet,North
25-06-2022,2022,6,Q2,Store_4,Sports,Tennis Racket,2,327.97,655.94,314.36,52.07%,341.58,72.53,11.06%,269.05,Card,West
13-11-2022,2022,11,Q4,Store_2,Electronics,Camera,1,199.97,199.97,128.2,35.89%,71.77,33.79,16.90%,37.98,Cash,South
22-10-2024,2024,10,Q4,Store_1,Clothing,Dress,15,438.52,6577.80,3821.68,41.90%,2756.12,1615.50,24.56%,1140.62,Card,East
16-07-2024,2024,7,Q3,Store_10,Toys,Puzzle,13,249.84,3247.92,1381.7,57.46%,1866.22,503.81,15.51%,1362.41,Card,South
26-11-2023,2023,11,Q4,Store_2,Clothing,Dress,9,373.51,3361.59,2272.29,32.40%,1089.30,389.79,11.60%,699.51,Card,East
16-12-2023,2023,12,Q4,Store_4,Home Decor,Lamp,8,258.7,2069.60,1138.69,44.98%,930.91,587.49,28.39%,343.42,Cash,North
28-07-2023,2023,7,Q3,Store_9,Electronics,Smartphone,3,7.92,23.76,15.98,32.74%,7.78,4.82,20.29%,2.96,Digital Wallet,East
08-01-2024,2024,1,Q1,Store_9,Clothing,Shoes,18,159.04,2862.72,1766.14,38.31%,1096.58,515.10,17.99%,581.48,Digital Wallet,West
12-09-2024,2024,9,Q3,Store_3,Home Decor,Sofa,8,37.75,302.00,154.33,48.90%,147.67,36.88,12.21%,110.79,Card,South
21-04-2024,2024,4,Q2,Store_10,Sports,Gym Bag,9,183.2,1648.80,1128.69,31.54%,520.11,171.37,10.39%,348.74,Digital Wallet,East
04-01-2024,2024,1,Q1,Store_5,Toys,Puzzle,19,337.34,6409.46,3255.96,49.20%,3153.50,1399.55,21.84%,1753.95,Digital Wallet,West
21-06-2022,2022,6,Q2,Store_8,Sports,Tennis Racket,19,195.18,3708.42,2833.87,23.58%,874.55,952.51,25.69%,-77.96,Cash,West
11-01-2023,2023,1,Q1,Store_7,Sports,Tennis Racket,15,93.32,1399.80,888.99,36.49%,510.81,146.16,10.44%,364.65,Card,South
26-04-2022,2022,4,Q2,Store_10,Toys,Doll,11,412.18,4533.98,3013.43,33.54%,1520.55,601.08,13.26%,919.47,Digital Wallet,South
23-01-2023,2023,1,Q1,Store_10,Toys,Puzzle,15,27.62,414.30,176.5,57.40%,237.80,92.44,22.31%,145.36,Card,West
17-02-2022,2022,2,Q1,Store_2,Toys,Lego Set,10,344.82,3448.20,2178.31,36.83%,1269.89,920.18,26.69%,349.71,Card,South
28-06-2022,2022,6,Q2,Store_4,Home Decor,Chair,6,181.94,1091.64,848.5,22.27%,243.14,229.57,21.03%,13.57,Cash,East
12-10-2024,2024,10,Q4,Store_5,Groceries,Milk,17,289.24,4917.08,3166.72,35.60%,1750.36,1327.99,27.01%,422.37,Digital Wallet,East
22-03-2023,2023,3,Q1,Store_2,Electronics,Laptop,17,366.08,6223.36,2598.77,58.24%,3624.59,1451.98,23.33%,2172.61,Cash,South
12-06-2022,2022,6,Q2,Store_5,Clothing,Shoes,10,496.94,4969.40,2651.4,46.65%,2318.00,656.01,13.20%,1661.99,Cash,North
04-03-2024,2024,3,Q1,Store_1,Home Decor,Table,18,396.77,7141.86,2956.55,58.60%,4185.31,1010.22,14.15%,3175.09,Digital Wallet,North
10-08-2023,2023,8,Q3,Store_8,Groceries,Eggs,8,183.53,1468.24,828.21,43.59%,640.03,182.57,12.43%,457.46,Cash,South
09-01-2022,2022,1,Q1,Store_5,Sports,Football,15,250.93,3763.95,2596.45,31.02%,1167.50,379.35,10.08%,788.15,Card,North
25-06-2024,2024,6,Q2,Store_6,Groceries,Rice,17,161.87,2751.79,1125.88,59.09%,1625.91,660.66,24.01%,965.25,Card,East
27-09-2023,2023,9,Q3,Store_10,Clothing,Jeans,16,403.92,6462.72,3690.03,42.90%,2772.69,792.84,12.27%,1979.85,Cash,South
02-04-2023,2023,4,Q2,Store_6,Sports,Football,1,136.23,136.23,107.31,21.23%,28.92,14.04,10.31%,14.88,Cash,South
06-06-2024,2024,6,Q2,Store_1,Electronics,Headphones,11,193.35,2126.85,1529.94,28.07%,596.91,247.75,11.65%,349.16,Digital Wallet,South
15-07-2024,2024,7,Q3,Store_1,Clothing,Dress,10,369.97,3699.70,1501.56,59.41%,2198.14,731.16,19.76%,1466.98,Digital Wallet,North
24-11-2022,2022,11,Q4,Store_9,Toys,Action Figure,6,393.53,2361.18,1207.72,48.85%,1153.46,521.76,22.10%,631.70,Digital Wallet,North
08-08-2022,2022,8,Q3,Store_8,Groceries,Milk,2,349.69,699.38,368.88,47.26%,330.50,185.08,26.46%,145.42,Digital Wallet,West
25-02-2024,2024,2,Q1,Store_8,Home Decor,Table,15,62.15,932.25,620.8,33.41%,311.45,109.78,11.78%,201.67,Digital Wallet,East
19-03-2023,2023,3,Q1,Store_2,Toys,Doll,4,126,504.00,367.79,27.03%,136.21,131.23,26.04%,4.98,Cash,South
14-08-2022,2022,8,Q3,Store_1,Sports,Tennis Racket,19,7.85,149.15,100.98,32.30%,48.17,44.46,29.81%,3.71,Digital Wallet,North
04-12-2022,2022,12,Q4,Store_6,Toys,Puzzle,2,460.16,920.32,604.37,34.33%,315.95,234.46,25.48%,81.49,Cash,North
23-09-2022,2022,9,Q3,Store_4,Groceries,Milk,3,104.59,313.77,189.88,39.48%,123.89,70.13,22.35%,53.76,Digital Wallet,West
09-03-2024,2024,3,Q1,Store_8,Sports,Running Shoes,7,108.15,757.05,469.92,37.93%,287.13,170.46,22.52%,116.67,Card,East
30-09-2024,2024,9,Q3,Store_2,Home Decor,Curtains,1,30.38,30.38,17.04,43.91%,13.34,7.13,23.47%,6.21,Card,South
17-08-2024,2024,8,Q3,Store_6,Electronics,Smartphone,18,353.3,6359.40,3187.62,49.88%,3171.78,876.08,13.78%,2295.70,Card,North
13-12-2023,2023,12,Q4,Store_6,Electronics,Camera,12,339.65,4075.80,2361.86,42.05%,1713.94,609.99,14.97%,1103.95,Card,West
02-12-2024,2024,12,Q4,Store_6,Groceries,Rice,4,420.9,1683.60,1056.57,37.24%,627.03,348.80,20.72%,278.23,Cash,South
23-02-2024,2024,2,Q1,Store_5,Groceries,Rice,2,390.83,781.66,501.58,35.83%,280.08,220.54,28.21%,59.54,Card,South
22-10-2022,2022,10,Q4,Store_5,Toys,Action Figure,10,200.39,2003.90,1106.81,44.77%,897.09,262.89,13.12%,634.20,Cash,East
24-12-2022,2022,12,Q4,Store_1,Toys,Doll,4,69.54,278.16,121.25,56.41%,156.91,81.24,29.21%,75.67,Cash,West
25-03-2022,2022,3,Q1,Store_2,Home Decor,Lamp,6,11.77,70.62,36.62,48.15%,34.00,17.09,24.20%,16.91,Card,West
25-06-2024,2024,6,Q2,Store_9,Electronics,Smartphone,10,120.74,1207.40,494.41,59.05%,712.99,322.36,26.70%,390.63,Cash,East
15-07-2023,2023,7,Q3,Store_4,Toys,Puzzle,10,135.95,1359.50,891.55,34.42%,467.95,317.76,23.37%,150.19,Digital Wallet,North
01-02-2023,2023,2,Q1,Store_9,Clothing,Dress,6,70.97,425.82,313.66,26.34%,112.16,91.03,21.38%,21.13,Cash,North
17-08-2024,2024,8,Q3,Store_1,Toys,Puzzle,18,191.34,3444.12,2585.59,24.93%,858.53,440.93,12.80%,417.60,Card,North
19-10-2024,2024,10,Q4,Store_6,Home Decor,Chair,3,17.47,52.41,28.75,45.14%,23.66,6.72,12.82%,16.94,Card,South
08-06-2023,2023,6,Q2,Store_9,Groceries,Milk,9,430.62,3875.58,2358.24,39.15%,1517.34,935.97,24.15%,581.37,Cash,North
02-12-2024,2024,12,Q4,Store_9,Clothing,Jeans,11,128.28,1411.08,597.48,57.66%,813.60,211.76,15.01%,601.84,Cash,East
16-02-2022,2022,2,Q1,Store_10,Sports,Tennis Racket,4,111.64,446.56,338.71,24.15%,107.85,125.37,28.07%,-17.52,Card,North
17-07-2022,2022,7,Q3,Store_7,Sports,Running Shoes,2,26.27,52.54,22.2,57.75%,30.34,8.99,17.11%,21.35,Digital Wallet,North
04-10-2022,2022,10,Q4,Store_4,Groceries,Bread,1,32.26,32.26,24.56,23.87%,7.70,7.30,22.63%,0.40,Card,East
13-04-2023,2023,4,Q2,Store_2,Toys,Lego Set,18,219.33,3947.94,2014.23,48.98%,1933.71,822.76,20.84%,1110.95,Cash,South
09-05-2022,2022,5,Q2,Store_8,Toys,Lego Set,8,171.3,1370.40,855.72,37.56%,514.68,168.78,12.32%,345.90,Card,North
12-04-2022,2022,4,Q2,Store_10,Toys,Doll,5,208.14,1040.70,611.17,41.27%,429.53,243.74,23.42%,185.79,Digital Wallet,South
12-03-2024,2024,3,Q1,Store_2,Home Decor,Chair,17,334.07,5679.19,3299.44,41.90%,2379.75,746.84,13.15%,1632.91,Cash,South
19-06-2024,2024,6,Q2,Store_7,Electronics,Headphones,9,326.6,2939.40,1403.76,52.24%,1535.64,692.46,23.56%,843.18,Card,West
24-04-2022,2022,4,Q2,Store_8,Toys,Lego Set,15,147.69,2215.35,1723.64,22.20%,491.71,222.14,10.03%,269.57,Digital Wallet,North
08-12-2023,2023,12,Q4,Store_1,Home Decor,Lamp,7,394.12,2758.84,1591.8,42.30%,1167.04,577.96,20.95%,589.08,Card,West
15-01-2024,2024,1,Q1,Store_6,Clothing,Shoes,12,466.13,5593.56,3780.24,32.42%,1813.32,944.59,16.89%,868.73,Card,North
24-10-2023,2023,10,Q4,Store_2,Home Decor,Curtains,15,467.28,7009.20,5288.8,24.54%,1720.40,1553.78,22.17%,166.62,Digital Wallet,South
08-11-2023,2023,11,Q4,Store_8,Clothing,Jacket,3,41.49,124.47,75.29,39.51%,49.18,32.93,26.46%,16.25,Digital Wallet,North
06-09-2024,2024,9,Q3,Store_4,Home Decor,Chair,15,93.85,1407.75,887.8,36.93%,519.95,297.07,21.10%,222.88,Cash,West
29-08-2024,2024,8,Q3,Store_3,Clothing,Dress,15,81.22,1218.30,597.94,50.92%,620.36,343.86,28.22%,276.50,Digital Wallet,South
02-06-2024,2024,6,Q2,Store_6,Sports,Gym Bag,17,192.97,3280.49,2439.16,25.65%,841.33,847.59,25.84%,-6.26,Card,East
11-12-2023,2023,12,Q4,Store_6,Groceries,Eggs,16,265.08,4241.28,2998.81,29.29%,1242.47,949.84,22.40%,292.63,Card,West
23-07-2023,2023,7,Q3,Store_1,Groceries,Rice,14,407.05,5698.70,4098.32,28.08%,1600.38,576.40,10.11%,1023.98,Cash,North
31-07-2023,2023,7,Q3,Store_4,Clothing,Shirt,3,146.87,440.61,330.9,24.90%,109.71,60.31,13.69%,49.40,Cash,South
16-01-2024,2024,1,Q1,Store_8,Electronics,Tablet,16,31.29,500.64,359.58,28.18%,141.06,91.82,18.34%,49.24,Card,East
14-02-2024,2024,2,Q1,Store_5,Home Decor,Sofa,19,124.79,2371.01,1557.91,34.29%,813.10,429.71,18.12%,383.39,Card,South
23-05-2024,2024,5,Q2,Store_9,Electronics,Camera,4,306.41,1225.64,781.85,36.21%,443.79,164.24,13.40%,279.55,Digital Wallet,East
14-12-2022,2022,12,Q4,Store_5,Electronics,Camera,16,359.5,5752.00,3700.24,35.67%,2051.76,770.30,13.39%,1281.46,Card,West
02-12-2023,2023,12,Q4,Store_4,Clothing,Jacket,2,61.05,122.10,50.28,58.82%,71.82,15.52,12.71%,56.30,Cash,East
30-06-2024,2024,6,Q2,Store_2,Groceries,Rice,1,411.46,411.46,240.72,41.50%,170.74,100.33,24.38%,70.41,Card,West
21-12-2024,2024,12,Q4,Store_5,Toys,Board Game,13,138.94,1806.22,1183.12,34.50%,623.10,522.03,28.90%,101.07,Cash,East
07-05-2022,2022,5,Q2,Store_1,Groceries,Bread,8,65.11,520.88,267.01,48.74%,253.87,57.65,11.07%,196.22,Card,East
23-07-2024,2024,7,Q3,Store_3,Electronics,Smartphone,1,135.11,135.11,67.42,50.10%,67.69,21.42,15.85%,46.27,Card,North
28-02-2022,2022,2,Q1,Store_4,Groceries,Eggs,19,92.43,1756.17,1085.77,38.17%,670.40,458.21,26.09%,212.19,Digital Wallet,North
01-05-2022,2022,5,Q2,Store_9,Electronics,Tablet,15,88.22,1323.30,644.59,51.29%,678.71,234.53,17.72%,444.18,Card,East
07-08-2022,2022,8,Q3,Store_8,Sports,Running Shoes,13,492.13,6397.69,4268.33,33.28%,2129.36,1451.86,22.69%,677.50,Cash,South
09-08-2023,2023,8,Q3,Store_3,Clothing,Shirt,12,429.66,5155.92,3771.02,26.86%,1384.90,602.61,11.69%,782.29,Digital Wallet,North
